Handle,Title,Vendor,Type,Variant SKU,Image Src
dry-erase-markers,Dry Erase Markers,McClintock High,Arts,AZ-008-022-020-116-607,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-14_at_2.45.41_PM.png?v=1442260974
portable-speaker-system,Portable Speaker System,McClintock High,Arts,AZ-008-022-020-116-109,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-14_at_2.45.34_PM.png?v=1442260608
vests,Vests,McClintock High,Arts,AZ-008-022-020-116-865,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-14_at_2.42.37_PM.png?v=1442260510
storage-cart,Storage Cart,Tempe,Activities,AZ-008-022-030-131-213,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-14_at_12.18.24_PM.png?v=1442251387
trash-bin,Trash Bin,Walden Grove High,Activities,AZ-011-032-061-050-922,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-14_at_11.21.27_AM.png?v=1442248203
vacuum,Vacuum,Walden Grove High,Activities,AZ-011-032-061-050-767,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-14_at_11.21.17_AM.png?v=1442248055
auxiliary-cord,Auxiliary Cord,Walden Grove High,Activities,AZ-011-032-061-050-921,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-14_at_11.21.08_AM.png?v=1442247992
camera-drone,Camera Drone,McClintock High,Arts,AZ-008-022-020-059-420,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-10_at_4.30.04_PM.png?v=1441921238
cleats-1,Cleats,Central High,Athletics,AZ-008-018-006-028-677,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-10_at_4.16.48_PM.png?v=1441920388
tackling-aids,Tackling Aids,Central High,Athletics,AZ-008-018-006-028-653,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-10_at_4.16.40_PM.png?v=1441920259
football-1,Football,Central High,Athletics,AZ-008-018-006-028-259,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-10_at_4.16.32_PM.png?v=1441920119
camera-package,Camera Package,Central High,Athletics,AZ-008-018-006-028-141,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-10_at_4.16.24_PM.png?v=1441919983
agility-bags,Agility Bags,Central High,Athletics,AZ-008-018-006-028-716,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-10_at_4.16.07_PM.png?v=1441919828
throwing-machine,Throwing Machine,Central High,Athletics,AZ-008-018-006-028-920,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-10_at_3.49.27_PM.png?v=1441918673
autograph-balls,Autograph Balls,Educational Opportunity Center,Academics,AZ-015-026-060-050-886,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_4.25.30_PM.png?v=1441900826
graduation-favors,Graduation Favors,Educational Opportunity Center,Academics,AZ-015-026-060-050-919,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_4.25.23_PM.png?v=1441900582
foam-numbers,Foam Numbers,Educational Opportunity Center,Academics,AZ-015-026-060-050-841,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_4.25.14_PM.png?v=1441900249
purple-lights,Purple Lights,Educational Opportunity Center,Academics,AZ-015-026-060-050-755,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_4.25.07_PM.png?v=1441900058
fabric-30-yards,"Fabric, 30 yards",Educational Opportunity Center,Academics,AZ-015-026-060-050-659,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_4.24.58_PM.png?v=1441899835
monopoly,Monopoly,McClintock High,Activities,AZ-008-022-020-076-918,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_1.43.57_PM.png?v=1441824674
stratego,Stratego,McClintock High,Activities,AZ-008-022-020-076-845,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_1.43.42_PM.png?v=1441824535
batteries,Batteries,McClintock High,Activities,AZ-008-022-020-076-804,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_1.43.21_PM.png?v=1441824473
matte-3d-printer-filament,Matte 3D Printer Filament,North High,Academics,AZ-008-018-014-041-917,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_12.49.10_PM.png?v=1441820974
glossy-3d-printer-filament,Glossy 3D Printer Filament,North High,Academics,AZ-008-018-014-041-851,https://cdn.shopify.com/s/files/1/0185/5504/products/714Cg2DBCyL._SL1200.jpg?v=1441820790
cheer-bows-3,Cheer Bows,Central High,Athletics,AZ-008-018-006-067-315,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-09_at_12.23.14_PM.png?v=1441819569
star-wars-a-new-hope-movie-poster,Star Wars A New Hope Movie Poster,Metro Tech,Arts,AZ-008-018-013-153-915,https://cdn.shopify.com/s/files/1/0185/5504/products/star_wars.jpg?v=1441817643
star-wars-movie-poster,Star Wars Movie Poster,Metro Tech,Arts,AZ-008-018-013-153-916,https://cdn.shopify.com/s/files/1/0185/5504/products/new_hope.jpg?v=1441817536
jaws-movie-poster,Jaws Movie Poster,Metro Tech,Arts,AZ-008-018-013-153-914,https://cdn.shopify.com/s/files/1/0185/5504/products/jaws.jpg?v=1441817401
vertigo-movie-poster,Vertigo Movie Poster,Metro Tech,Arts,AZ-008-018-013-153-382,https://cdn.shopify.com/s/files/1/0185/5504/products/vertigo.jpg?v=1441816878
moonrise-kingdom,Moonrise Kingdom,Metro Tech,Arts,AZ-008-018-013-153-906,https://cdn.shopify.com/s/files/1/0185/5504/products/wes.jpg?v=1441816376
disney-short-films-collection,Disney Short Films Collection,Metro Tech,Arts,AZ-008-018-013-153-905,https://cdn.shopify.com/s/files/1/0185/5504/products/disney.jpg?v=1441816164
star-wars-trilogy-episodes-iv-vi,Star Wars Trilogy Episodes IV-VI,Metro Tech,Arts,AZ-008-018-013-153-904,https://cdn.shopify.com/s/files/1/0185/5504/products/star.jpg?v=1441816039
interstellar,Interstellar,Metro Tech,Arts,AZ-008-018-013-153-903,https://cdn.shopify.com/s/files/1/0185/5504/products/inter.jpg?v=1441815867
big-hero-6,Big Hero 6,Metro Tech,Arts,AZ-008-018-013-153-902,https://cdn.shopify.com/s/files/1/0185/5504/products/hero.jpg?v=1441815653
e-t-the-extra-terrestrial,E.T. The Extra-Terrestrial,Metro Tech,Arts,AZ-008-018-013-153-901,https://cdn.shopify.com/s/files/1/0185/5504/products/et.jpg?v=1441814849
the-iron-giant,The Iron Giant,Metro Tech,Arts,AZ-008-018-013-153-900,https://cdn.shopify.com/s/files/1/0185/5504/products/iron.jpg?v=1441814605
the-man-who-knew-too-much,The Man Who Knew Too Much,Metro Tech,Arts,AZ-008-018-013-153-913,https://cdn.shopify.com/s/files/1/0185/5504/products/knew.jpg?v=1441814313
the-39-steps,The 39 Steps,Metro Tech,Arts,AZ-008-018-013-153-912,https://cdn.shopify.com/s/files/1/0185/5504/products/39.jpg?v=1441814128
seven-samurai,Seven Samurai,Metro Tech,Arts,AZ-008-018-013-153-911,https://cdn.shopify.com/s/files/1/0185/5504/products/seven_samurai.jpg?v=1441749990
rashomon,Rashomon,Metro Tech,Arts,AZ-008-018-013-153-910,https://cdn.shopify.com/s/files/1/0185/5504/products/rashamon.jpg?v=1441749799
yojimbo,Yojimbo,Metro Tech,Arts,AZ-008-018-013-153-909,https://cdn.shopify.com/s/files/1/0185/5504/products/yojimbo.jpg?v=1441749668
lincoln,Lincoln,Metro Tech,Arts,AZ-008-018-013-153-908,https://cdn.shopify.com/s/files/1/0185/5504/products/lincoln.jpg?v=1441749499
senna,Senna,Metro Tech,Arts,AZ-008-018-013-153-819,https://cdn.shopify.com/s/files/1/0185/5504/products/senna.jpg?v=1441749444
paint-set-of-12,"Paint, Set of 12",McClintock High,Activities,AZ-008-022-020-092-379,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-03_at_11.02.02_AM.png?v=1441296137
paint-brushes-set-of-10,"Paint Brushes, Set of 10",McClintock High,Activities,AZ-008-022-020-092-508,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-03_at_10.26.04_AM.png?v=1441295887
training-mat,Training Mat,Metro Tech,Athletics,AZ-008-018-013-097-899,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-31_at_2.33.28_PM.png?v=1441050036
club-t-shirts-2,Club T-Shirts,Copper Canyon High,Academics,AZ-008-023-018-025-880,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-31_at_2.06.54_PM.png?v=1441048635
balloons,Balloons,Copper Canyon High,Academics,AZ-008-023-018-025-697,https://cdn.shopify.com/s/files/1/0185/5504/products/balloons.jpg?v=1441048482
fbla-polos,FBLA Polos,Copper Canyon High,Academics,AZ-008-023-018-025-599,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_2.44.05_PM.png?v=1440791789
fbla-t-shirts-4,FBLA T-shirts,Copper Canyon High,Academics,AZ-008-023-018-025-113,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_2.43.57_PM.png?v=1440791737
small-pvc-pipe,Small PVC Pipe,Alchesay High,Academics,AZ-010-031-059-041-896,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_2.30.15_PM.png?v=1440790592
large-pvc-pipe,Large PVC Pipe,Alchesay High,Academics,AZ-010-031-059-041-798,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_2.02.29_PM.png?v=1440790462
air-chuck,Air Chuck,Alchesay High,Academics,AZ-010-031-059-041-898,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_2.02.22_PM.png?v=1440790095
ball-valve,Ball Valve,Alchesay High,Academics,AZ-010-031-059-041-897,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_2.02.14_PM.png?v=1440789860
core-device-interface-module,Core Device Interface Module,Metro Tech,Academics,AZ-008-018-013-041-895,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_1.59.11_PM.png?v=1440788376
core-servo-controller,Core Servo Controller,Metro Tech,Academics,AZ-008-018-013-041-895,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_1.55.44_PM.png?v=1440788172
core-motor-controller,Core Motor Controller,Metro Tech,Academics,AZ-008-018-013-041-894,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-28_at_1.50.03_PM.png?v=1440787932
megaphone,Megaphone,Desert Edge High,Athletics,AZ-008-001-035-067-892,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-24_at_3.50.19_PM.png?v=1440449831
ping-pong-table,Ping Pong Table,McClintock High,Athletics,AZ-008-022-020-152-781,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-24_at_12.19.28_PM.png?v=1440437322
dodgeballs-set-of-6,"Dodgeballs, Set of 6",McClintock High,Athletics,AZ-008-022-020-119-886,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-24_at_11.54.42_AM.png?v=1440435784
arduino-starter-kit,Arduino Starter Kit,Metro Tech,Academics,AZ-008-018-013-042-890,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-24_at_10.37.51_AM.png?v=1440431007
park-entrance-fees,Park Entrance Fees,North High,Activities,AZ-008-018-014-030-412,https://cdn.shopify.com/s/files/1/0185/5504/products/download.jpeg?v=1439939762
competition-kit,Competition Kit,Alchesay High,Academics,AZ-010-031-059-041-891,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-18_at_10.39.41_AM.png?v=1439925036
clawbot-kit,Clawbot Kit,Alchesay High,Academics,AZ-010-031-059-041-890,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-18_at_10.39.31_AM.png?v=1439920258
bloomers-2,Bloomers,North High,Athletics,AZ-008-018-014-067-012,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-18_at_9.39.49_AM.png?v=1439916293
water-bottles-set-of-6,"Water Bottles, Set of 6",Central High,Athletics,AZ-008-018-006-043-205,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-17_at_11.24.30_AM.png?v=1439835981
digital-camera-bundle,Digital Camera Bundle,Alchesay High,Academics,AZ-010-031-059-041-141,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-17_at_11.14.50_AM.png?v=1439835646
white-jersey,White Jersey,Maryvale High,Athletics,AZ-008-018-012-045-604,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-17_at_11.02.48_AM.png?v=1439834989
black-jersey,Black Jersey,Maryvale High,Athletics,AZ-008-018-012-045-329,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-17_at_11.02.40_AM.png?v=1439834827
goalie-jersey,Goalie Jersey,Maryvale High,Athletics,AZ-008-018-012-045-889,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-17_at_10.31.47_AM.png?v=1439833918
pinnies,Pinnies,Maryvale High,Athletics,AZ-008-018-012-045-320,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-14_at_9.18.28_AM.png?v=1439570082
goalie-shorts,Goalie Shorts,Maryvale High,Athletics,AZ-008-018-012-045-681,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-14_at_9.18.08_AM.png?v=1439569853
white-shorts,White Shorts,Maryvale High,Athletics,AZ-008-018-012-045-568,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-28_at_3.21.48_PM.png?v=1443472667
black-shorts,Black Shorts,Maryvale High,Athletics,AZ-008-018-012-045-105,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-09-28_at_3.21.39_PM.png?v=1443472657
folklorico-shoes,FolklÌ_rico Shoes,North High,Arts,AZ-008-018-014-150-430,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-13_at_3.30.10_PM.png?v=1439505368
hurdles-set-of-6,"Hurdles, Set of 6",Central High,Athletics,AZ-008-018-006-043-716,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-13_at_2.25.59_PM.png?v=1439501388
wearable-remote,Wearable Remote,Metro Tech,Academics,AZ-008-018-013-101-888,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-12_at_10.44.32_AM.png?v=1439401653
indoor-skydiving-tickets,Indoor Skydiving Tickets,Metro Tech,Academics,AZ-008-018-013-101-848,https://cdn.shopify.com/s/files/1/0185/5504/products/outdoor-flying.jpg?v=1439401054
sphero-cover,Sphero Cover,Metro Tech,Academics,AZ-008-018-013-101-887,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-12_at_10.28.23_AM.png?v=1439400614
sphero,Sphero,Metro Tech,Academics,AZ-008-018-013-101-887,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-12_at_10.22.17_AM.png?v=1439400194
smartphone-controlled-paper-airplane,Smartphone Controlled Paper Airplane,Metro Tech,Academics,AZ-008-018-013-101-886,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-12_at_10.17.02_AM.png?v=1439400049
agility-poles,"Agility Poles, Set of 10",Central High,Athletics,AZ-008-018-006-043-136,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-12_at_9.57.02_AM.png?v=1439398698
disc-cones,Disc Cones,Central High,Athletics,AZ-008-018-006-043-645,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-12_at_9.47.26_AM.png?v=1439398205
personal-cooler,Personal Cooler,Camelback High,Arts,AZ-008-018-005-009-672,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-12_at_9.14.29_AM.png?v=1439396583
robot-base,Robot Base,Alchesay High,Academics,AZ-010-031-059-041-884,https://cdn.shopify.com/s/files/1/0185/5504/products/robotbase.jpg?v=1439240946
flash-drives-4,Flash Drives,Central High,Academics,AZ-008-018-006-008-048,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-10_at_1.02.57_PM.png?v=1439238192
team-shirts,Team Shirts,Central High,Athletics,AZ-008-018-006-043-880,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-10_at_12.47.36_PM.png?v=1439236356
pro-shoulder-pad,Pro Shoulder Pad,Millennium High,Athletics,AZ-008-001-050-028-883,https://cdn.shopify.com/s/files/1/0185/5504/products/79000L_4dc1b291-4435-486b-92b5-2f86ad0aa4d9.JPG?v=1439235343
basic-shoulder-pad,Basic Shoulder Pad,Millennium High,Athletics,AZ-008-001-050-028-263,https://cdn.shopify.com/s/files/1/0185/5504/products/79000L.JPG?v=1439235214
knee-stabilizer,Knee Stabilizer,Millennium High,Athletics,AZ-008-001-050-028-882,https://cdn.shopify.com/s/files/1/0185/5504/products/54430L.JPG?v=1439234869
club-t-shirts-1,Club T-Shirts,Fairfax High,Academics,AZ-008-018-009-115-113,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-10_at_12.17.17_PM.png?v=1439234263
club-shirts,Club Shirts,Fairfax High,Academics,AZ-008-018-009-008-113,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-10_at_11.10.15_AM.png?v=1439233186
tab-dividers-1,Tab Dividers,Fairfax High,Academics,AZ-008-018-009-008-673,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-10_at_11.36.10_AM.png?v=1439232941
spread-the-love-t-shirts,Spread the Love T-shirts,Trevor Browne,Activities,AZ-008-018-004-146-880,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-31_at_10.15.31_AM.png?v=1438355696
table-drape,Table Drape,Carl Hayden,Academics,AZ-008-018-011-038-463,https://cdn.shopify.com/s/files/1/0185/5504/products/60184_NHS-WhiteTableBanner-hi.jpg?v=1438274695
graduation-stole-2,Graduation Stole,Carl Hayden,Academics,AZ-008-018-011-038-559,https://cdn.shopify.com/s/files/1/0185/5504/products/7510040.jpg?v=1438274507
art-beyond-sight-book,"Art Beyond Sight, Book",Phoenix Collegiate Academy,Arts,AZ-008-026-017-007-879,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-27_at_12.49.19_PM.png?v=1438019563
drawing-on-the-right-side-of-the-brain-book,"Drawing on the Right Side of the Brain, Book",Phoenix Collegiate Academy,Arts,AZ-008-026-017-007-610,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-27_at_12.37.42_PM.png?v=1438018857
shelving-unit,Shelving Unit,Phoenix Collegiate Academy,Arts,AZ-008-026-017-007-433,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-27_at_12.29.30_PM.png?v=1438018251
canvas-board,Canvas Board,Phoenix Collegiate Academy,Arts,AZ-008-026-017-007-402,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-27_at_12.09.47_PM.png?v=1438017991
printmaking-block,Printmaking Block,Phoenix Collegiate Academy,Arts,AZ-008-026-017-007-878,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-27_at_12.09.58_PM.png?v=1438017859
t-shirts-9,T-Shirts,Fairfax High,Activities,AZ-008-018-009-014-113,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-08_at_2.27.06_PM.png?v=1436383952
sponsorship-to-attend-a-football-game,Sponsorship to Attend a Football Game,Fairfax High,Activities,AZ-008-018-009-014-848,https://cdn.shopify.com/s/files/1/0185/5504/products/Arizona_Cardinals6.jpg?v=1436375617
sponsorship-to-attend-a-fashion-show,Sponsorship to Attend a Fashion Show,Fairfax High,Activities,AZ-008-018-009-014-750,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-08_at_12.07.38_PM.png?v=1436375314
sponsorship-to-attend-a-theatre-performance,Sponsorship to Attend a Theatre Performance,Fairfax High,Activities,AZ-008-018-009-014-187,https://cdn.shopify.com/s/files/1/0185/5504/products/regent-theatre_mel_u_503x283.jpg?v=1436374635
backpacks-2,Backpacks,Fairfax High,Academics,AZ-008-018-009-074-005,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-07-08_at_11.28.23_AM.png?v=1436374383
practice-ball,Practice Ball,Central High,Athletics,AZ-008-018-006-043-103,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-08-13_at_2.30.49_PM.png?v=1439501524
t-shirts,T-shirts,Fairfax High,Activities,AZ-008-018-009-142-113,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-06-25_at_11.25.58_AM.png?v=1435252810
motor-controller-3,Motor Controller,Alchesay High,Academics,AZ-010-031-059-041-070,https://cdn.shopify.com/s/files/1/0185/5504/products/Screen_Shot_2015-06-22_at_1.47.20_PM.png?v=1434999344
